CaseOrder,Customer_id,Interaction,UID,City,State,County,Zip,Lat,Lng,Population,Area,TimeZone,Job,Children,Age,Income,Marital,Gender,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8
60,L54611,f16fa219-d489-4a93-b261-5dc4dc99e564,93c054f671b490bbe2c99b4c12337e92,Chauncey,GA,Dodge,31011,32.12693,-83.06218,694,Rural,America/New_York,Barrister's clerk,0,49,29207.46,Never Married,Female,No,8.425458142,9,1,0,No,Two Year,No,No,Fiber Optic,Yes,No,No,No,Yes,No,No,No,Yes,Electronic Check,7.233605493,124.97808,676.712908,5,5,3,4,4,5,5,4
61,L85018,97f617e1-f6f2-49c3-b317-542d7bb05d1c,97f71f48649e7ee23765f054867265a4,Porum,OK,Muskogee,74455,35.3619,-95.26371,3093,Suburban,America/Chicago,"Engineer, automotive",1,26,55319.23,Never Married,Female,No,8.386280619,12,1,0,No,One year,No,Yes,DSL,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Mailed Check,2.871017037,164.964681,1086.990308,5,5,4,4,3,4,4,4
62,O942919,176d7713-b919-41c3-badf-676dc1abbf07,5b5794d3dbb6f9fed1f9205863915cbf,Delavan,IL,Tazewell,61734,40.37342,-89.52646,2765,Urban,America/Chicago,Recruitment consultant,1,25,81831.49,Widowed,Male,No,9.565924291,10,3,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Electronic Check,2.344875382,194.976769,704.7540406,3,4,3,2,3,4,2,4
63,I167253,d73797a9-ae43-4fe0-8f43-c7db6456eee8,4025058646046e514a7c7e4e6202226e,Harveys Lake,PA,Luzerne,18618,41.37478,-76.03486,3757,Rural,America/New_York,Commercial horticulturist,0,42,100076.65,Separated,Female,Yes,10.79349982,14,3,0,No,Month-to-month,Yes,No,DSL,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Mailed Check,7.960490246,152.455519,1416.444695,5,5,5,4,3,2,4,4
64,R110564,9b56af1d-ccae-418c-a7e3-f1bc3964d09c,2c8f07dff8efc7ab26276074824df9c7,Eagar,AZ,Apache,85925,34.088,-109.3232,4938,Rural,America/Phoenix,"Pharmacist, community",1,81,69965.65,Widowed,Male,No,6.081975067,15,0,0,No,Month-to-month,No,Yes,None,Yes,No,No,No,Yes,No,No,No,No,Mailed Check,12.25062113,92.5018,1095.950634,5,5,5,3,4,3,2,5
65,M278354,7a1d7d58-f80c-47a6-933b-cf5e77d057a7,ceaf5a70e8500cb64025ddddebab1fab,Aulander,NC,Hertford,27805,36.20782,-77.08433,3761,Suburban,America/New_York,Forest/woodland manager,1,43,34883.69,Divorced,Female,No,13.55065547,13,0,0,Yes,Month-to-month,No,Yes,None,Yes,No,No,No,Yes,No,No,Yes,Yes,Electronic Check,9.634946079,127.488728,1083.610268,4,4,4,3,4,4,3,3
66,W604879,65a865fb-9376-4428-b1ee-0049a7c55176,1d0e697f5bc6a63125b54fd3d61bbd99,Mokelumne Hill,CA,Calaveras,95245,38.29793,-120.62131,1851,Urban,America/Los_Angeles,"Designer, graphic",2,63,45634.2,Never Married,Male,No,9.470419821,14,1,0,No,Two Year,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Bank Transfer(automatic),7.916533093,184.963371,1570.641337,3,4,3,3,4,4,4,3
67,X345797,71895f94-c853-4e94-85ef-3fab52301614,306759d64ba79dfc8b2134c0c716f2bd,Wheeling,IL,Cook,60090,42.1295,-87.92197,38476,Suburban,America/Chicago,"Civil engineer, consulting",3,70,10964.73,Married,Female,Yes,6.194985909,11,0,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Bank Transfer(automatic),4.471254161,265.146969,1007.425553,3,3,2,4,4,3,3,3
68,N189653,941c7516-20c5-47d4-a063-5f3dc7bfc47a,ee5479f4dca3d8278204dd1897e44553,Nevada,MO,Vernon,64772,37.82945,-94.33173,13547,Urban,America/Chicago,Science writer,1,78,22365.28,Widowed,Male,Yes,10.80393657,19,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,No,Bank Transfer(automatic),10.79028074,207.609354,1323.028419,4,4,3,6,2,5,7,4
69,M562102,df3742f5-e551-4ecc-90fe-eea710b6d9fc,5c597d4d20168d90ddf8f5abf63c999d,Slaton,TX,Lubbock,79364,33.45204,-101.64305,7801,Urban,America/Chicago,Health and safety inspector,0,48,52636.6,Separated,Male,No,7.903964267,17,0,1,No,Month-to-month,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Yes,No,No,Electronic Check,12.24190682,152.462354,1808.730555,3,1,2,2,5,2,2,1
70,X67911,14e03b7a-04b1-4dae-8c20-41ad7e3f69b1,46bd163d500568caa0e2de057b8ef4e3,Gillette,WY,Campbell,82716,44.48072,-105.68542,17823,Suburban,America/Denver,"Administrator, Civil Service",1,63,19048.13,Separated,Female,Yes,11.27443693,18,2,1,Yes,Month-to-month,Yes,No,DSL,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Credit Card (automatic),2.203859443,200.132293,1120.241472,4,4,4,5,4,4,4,3
71,O834546,eeeb8da7-926a-44a7-8d86-68f1eecc7055,fffe3f210b76a8d6e7a1ec383b766260,Roseburg,OR,Douglas,97470,43.22975,-123.23433,20269,Urban,America/Los_Angeles,Technical sales engineer,4,60,42784.82,Married,Female,Yes,6.129509309,12,0,0,No,One year,Yes,Yes,None,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Electronic Check,23.92132231,212.655686,2676.789803,5,5,6,5,3,7,5,5
72,I493092,819fd181-eecf-497c-a453-ada4517d9c06,f858b8ce89fb8cf960dabc54d3561c12,North Royalton,OH,Cuyahoga,44133,41.31414,-81.74522,30225,Rural,America/New_York,Special educational needs teacher,0,87,77996.88,Divorced,Male,Yes,7.969277912,17,0,0,Yes,One year,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Bank Transfer(automatic),3.7311787,255.119794,1268.086909,3,3,4,5,4,3,5,4
73,H787644,2456727b-d909-43a0-9f62-d2e57c9ef757,8969d2ad6edcb6f6b3c03903bbf6f842,Cadiz,OH,Harrison,43907,40.25609,-81.02123,5760,Suburban,America/New_York,Outdoor activities/education manager,3,54,47507.3,Married,Female,No,4.368120492,9,0,0,No,Two Year,Yes,No,Fiber Optic,Yes,No,No,Yes,No,No,No,No,Yes,Bank Transfer(automatic),7.980015371,134.950905,822.6771666,2,3,3,3,5,2,2,3
74,N582710,867d0b20-ffdd-478b-b5e8-ad80ca7ff50e,fea9671289fa6d8794f72bf3c1b3e55b,Homestead,MT,Sheridan,59242,48.43505,-104.4389,61,Urban,America/Denver,"Civil engineer, consulting",3,35,7724.73,Divorced,Male,Yes,6.258356398,9,0,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Electronic Check,9.190009376,255.137219,1577.915603,4,3,2,3,3,3,3,4
75,T689606,fd741cf9-5663-472f-94e8-5977c1499a74,b412a5cf1e6e60c5f8b9b3fac56083dd,San Diego,CA,San Diego,92131,32.89431,-117.08013,34359,Urban,America/Los_Angeles,Maintenance engineer,1,70,1509.52,Never Married,Male,Yes,12.92303286,16,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Bank Transfer(automatic),2.378630018,214.966286,648.7471776,4,4,4,5,2,3,4,4
76,E330599,99348a66-489f-42a7-894a-178bc1ba030c,2ffb137d5a923efa638cda02537eb25a,Inglewood,CA,Los Angeles,90303,33.9381,-118.3323,24693,Rural,America/Los_Angeles,Sports therapist,2,67,81124.71,Married,Female,Yes,12.43301273,13,0,0,No,One year,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Electronic Check,5.43464555,270.160419,1648.102673,3,3,4,3,5,3,3,4
77,C641592,77618d0f-b884-47ba-ad1b-7029b27512f8,9c7d828228996c8d9400cd17a3c355f5,Catlett,VA,Fauquier,20119,38.6184,-77.62493,4235,Rural,America/New_York,"Engineer, communications",4,46,11795.57,Widowed,Female,Yes,7.607663559,11,0,0,No,Two Year,No,No,None,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Electronic Check,1.092361222,200.165175,768.0874545,1,1,2,2,3,1,3,2
78,E24772,6f3cb471-a76a-480a-8042-cb64a5a43175,7b779f43153c7a475fdf4f75dad470aa,Rockfield,KY,Warren,42274,36.94686,-86.60235,2193,Urban,America/Chicago,Oceanographer,1,50,74794.84,Never Married,Male,No,7.442789019,10,2,1,No,Two Year,No,No,DSL,Yes,No,No,Yes,No,No,No,Yes,No,Bank Transfer(automatic),20.13981517,149.937833,2426.030626,2,2,3,4,3,3,4,4
79,A889769,10eabf96-a37f-457f-b30b-b14113ea9ef5,609f92fd8000baf6c8f016013fe60afb,Concord,IL,Morgan,62631,39.82437,-90.36129,273,Rural,America/Chicago,Archaeologist,1,24,19038.78,Never Married,Female,Yes,13.04429298,18,1,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Mailed Check,24.64873861,240.114868,2660.503932,4,4,5,1,4,4,3,3
80,G391761,31eeb895-3c43-4aa5-91de-59b6782b4467,ec244815da702eef604eb33e0b3584d6,Little Falls,MN,Morrison,56345,45.98881,-94.37486,14557,Rural,America/Chicago,Personal assistant,0,20,79167.77,Divorced,Male,No,14.89762162,17,0,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,No,No,Yes,Credit Card (automatic),9.677739656,127.495766,1129.549713,3,4,3,4,5,4,3,3
81,A606860,67203a0f-8d33-4cae-b0af-f090e77b213a,7c3d23d2690d1d49f4dbaa9835f7857e,Orlando,FL,Orange,32804,28.57725,-81.39726,17653,Urban,America/New_York,Animal nutritionist,1,29,37428.26,Married,Female,Yes,13.79387475,13,2,1,No,One year,Yes,No,DSL,Yes,No,No,No,No,No,Yes,Yes,No,Electronic Check,9.82814183,187.609354,1771.286466,3,4,3,2,5,3,3,4
82,E186097,92807e76-e79e-41a5-9385-51da617ab9ce,e08b6cab24a10897ce670754e07c134d,Millsboro,PA,Washington,15348,39.9883,-79.99619,285,Rural,America/New_York,Hydrologist,0,31,45148.38,Divorced,Male,No,15.66367593,6,1,0,Yes,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,No,No,Credit Card (automatic),7.832238337,169.992756,943.3391244,3,3,3,4,4,3,4,4
83,I627613,cdb3af59-9a91-4205-b4d9-5eb4d611a3cc,d510541ecbd09bd7b21695cfc4bfb6bb,Sagola,MI,Dickinson,49881,46.07835,-88.03348,320,Urban,America/Menominee,Arts development officer,5,72,74855.47,Separated,Female,No,8.513410306,13,3,0,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,No,No,No,Yes,No,Yes,No,Mailed Check,19.45250317,192.456745,1907.226083,4,4,4,3,1,5,4,4
84,Z188641,5aab7733-9356-4ca2-96ba-aaa6832fa61f,a51e72c0ef13b8b04d21cba57d716988,Magnolia,KY,Hart,42757,37.40057,-85.72074,2863,Urban,America/Chicago,Herpetologist,4,71,45323.86,Divorced,Male,No,8.265002035,10,1,0,No,Month-to-month,No,Yes,DSL,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Credit Card (automatic),14.34766616,120.004928,1885.939118,4,4,3,3,4,3,2,5
85,A740543,935bafa1-e020-4ba2-95e6-8855e6083762,fb3320b32a2a72117db528c1727e6923,Gypsum,KS,Saline,67448,38.65158,-97.41275,1206,Suburban,America/Chicago,Medical sales representative,2,32,71596.14,Divorced,Female,No,8.6026551,11,0,0,No,One year,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Bank Transfer(automatic),2.257358355,195.006206,631.7435653,5,3,5,5,3,3,5,2
86,W681476,7d403a84-003b-402a-8432-24380e4da3b0,ee0b3f53ecd1d8b785bc20e91e6eb43a,Alexandria,VA,Fairfax,22306,38.75669,-77.0929,35279,Rural,America/New_York,"Scientist, research (physical sciences)",0,33,10389.95,Never Married,Male,No,6.03993035,15,1,0,No,One year,No,No,Fiber Optic,Yes,No,Yes,No,No,No,Yes,No,Yes,Credit Card (automatic),2.358129018,139.95684,562.6095219,3,3,4,3,3,4,3,6
87,G842176,7f9581be-4e3f-4f0a-9c55-939e16f033a0,d5d5681b0b83852e9d6bf577f2508c07,Shade Gap,PA,Huntingdon,17255,40.1613,-77.86247,1049,Suburban,America/New_York,Solicitor,3,67,19657.14,Widowed,Male,No,14.6040829,12,3,0,Yes,Month-to-month,No,No,None,Yes,No,No,Yes,No,Yes,No,No,Yes,Bank Transfer(automatic),4.650578623,114.983787,593.8572264,3,3,2,2,5,4,2,3
88,Z852663,bf3ea9ec-a4a7-4514-8176-2d8d8f113323,660d53bc7e25d7eff74a09e7161ab394,Chicago,IL,Cook,60636,41.77576,-87.66912,32203,Suburban,America/Chicago,Higher education lecturer,0,66,27827.03,Divorced,Female,Yes,7.274007029,13,1,1,No,Month-to-month,Yes,No,None,Yes,Yes,No,No,No,No,Yes,Yes,No,Electronic Check,3.721772616,207.638588,777.3060718,4,3,3,6,1,4,3,3
89,C73741,1ca2e70f-6207-4514-a8ce-e97244a56251,fd047e80fa6a36f3e6860335c2edb7be,Waterbury,CT,New Haven,6704,41.5865,-73.03305,25576,Rural,America/New_York,"Nurse, adult",4,21,15609.05,Separated,Female,Yes,8.913898759,12,4,0,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,No,No,Yes,Yes,Yes,Electronic Check,3.76663012,187.609354,1393.202392,4,4,4,3,3,3,3,5
90,W258972,c4c9f72f-9d25-4e86-b0dc-278ad1794358,c5bfa79a4a6bdc3dca476aa903006d3c,Litchfield,CA,Lassen,96117,40.54621,-120.23999,319,Urban,America/Los_Angeles,Automotive engineer,0,61,19815.63,Never Married,Female,No,11.59313893,13,0,2,No,One year,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,No,No,No,Yes,Bank Transfer(automatic),4.151256695,134.950905,393.6524652,3,2,3,4,3,4,5,4
91,G491883,0319a159-cefc-4d57-804b-c5a16de84ca6,62c298f5af507e7e8a3eccff4df3b206,Greensboro,NC,Guilford,27410,36.11785,-79.89432,55519,Rural,America/New_York,Chiropodist,0,75,58482.9,Separated,Female,Yes,8.294186076,13,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Mailed Check,2.188918771,192.470522,409.7486664,3,3,3,3,3,4,3,3
92,C302549,1ab894a8-1876-4de7-9e93-2cae49e6cbc2,fb6dd545f720e3181b24ea29dda8bbd2,Seekonk,MA,Bristol,2771,41.83778,-71.31735,15210,Urban,America/New_York,Therapeutic radiographer,0,63,41656.53,Widowed,Female,Yes,15.19664016,9,1,0,No,Month-to-month,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Mailed Check,13.85488928,222.628057,2138.107161,3,2,3,2,4,3,2,4
93,K581313,87ec7c0f-2780-4909-9bf3-5369082eab90,b0e35245c3817d14f06e425fe6f1002a,Reading,MI,Hillsdale,49274,41.83849,-84.76277,3499,Suburban,America/Detroit,"Designer, television/film set",0,68,115510.46,Separated,Female,No,5.083995994,3,1,0,No,Two Year,Yes,No,Fiber Optic,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Electronic Check,3.273341151,162.468917,443.984031,2,2,2,4,3,3,4,3
94,T46150,ca0b9ed3-3abc-49d1-84b2-053535772ee0,67dea4cf9825e91e94d7e66c2dc61343,Shreveport,LA,Caddo,71104,32.48494,-93.73255,14479,Suburban,America/Chicago,"Education officer, environmental",2,32,15841.19,Never Married,Male,Yes,6.942719201,7,1,1,No,Two Year,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,No,No,No,Electronic Check,19.75096265,159.979358,2481.385603,2,2,3,3,3,3,3,3
95,B260505,e572a5e1-a17d-4813-b077-af6c45596135,7e954b453929b2b60bb0a9afbb4ce0a7,San Antonio,FL,Pasco,33576,28.32589,-82.32911,4654,Suburban,America/New_York,Colour technologist,0,76,81127.41,Never Married,Male,No,9.834012571,7,1,0,No,Two Year,No,Yes,DSL,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Mailed Check,18.38404445,184.979684,2233.567181,3,2,3,4,2,4,5,3
96,W877056,728fccac-151c-4743-8c4a-ebf5af17ec9d,2d0a8b770314914a21b0714fefb68925,Dallas,TX,Dallas,75212,32.78137,-96.87917,26320,Suburban,America/Chicago,Academic librarian,0,29,24270.88,Divorced,Female,Yes,11.0596826,13,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Credit Card (automatic),4.672610857,245.145743,1158.91369,5,5,4,5,1,5,5,4
97,M478246,fb749668-dbf8-448a-bc59-5bdba08f7e0b,e04663ac6cc68fac084cd2b394ca7cb8,Claytonville,IL,Iroquois,60926,40.57234,-87.80962,35,Rural,America/Chicago,Mudlogger,0,83,54466.33,Married,Female,No,8.834079073,17,0,1,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,Yes,No,No,No,No,Electronic Check,6.796299371,124.97808,529.40733,4,4,4,3,2,4,3,4
98,N417817,832e769e-3b90-47cc-8f70-12e77fbd52a2,4886325be93630732220fb84b427c7cd,Beaverville,IL,Iroquois,60912,40.97003,-87.59935,521,Suburban,America/Chicago,"Designer, textile",10,23,64816.84,Divorced,Male,Yes,5.271228601,14,1,1,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Mailed Check,12.97632235,187.484705,1956.7337,3,2,2,4,3,2,3,2
99,R180138,7def992e-acd6-4b3e-9d01-68812f5fd2ff,9f2b4718c758e51e0b16b99cc7915687,Fayetteville,NC,Cumberland,28301,35.07431,-78.88358,17600,Rural,America/New_York,Chief Strategy Officer,5,80,103311.26,Never Married,Male,No,9.394961367,15,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Mailed Check,20.31163945,162.500692,2056.386979,5,4,4,3,4,4,5,5
100,N931384,d280a01b-3e7a-4303-b8b1-62ca5f99597c,c532f9d9a04a5bf1d6ef9f36e9d9cac9,Stanley,ND,Mountrail,58784,48.36433,-102.42437,3324,Suburban,America/Chicago,"Loss adjuster, chartered",0,20,40211.04,Never Married,Male,No,14.4754365,11,1,1,No,One year,No,No,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Electronic Check,6.998814446,182.467607,1067.373076,3,4,3,5,2,6,6,6
101,O967373,57582d0e-06d5-453f-934f-cd35554c860c,a02ee02148402528926727212f31c741,Birmingham,AL,Shelby,35242,33.42521,-86.67144,55122,Urban,America/Chicago,Pharmacologist,0,69,58077.38,Separated,Male,Yes,10.68311773,12,1,1,No,Month-to-month,No,No,None,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Credit Card (automatic),14.46288204,222.660939,1806.135733,3,2,3,5,3,4,4,3
102,G695985,a722aa28-8556-4560-9eca-d33fb02d1c1e,aa4b526deb0603cd4912d02e60207b07,Calhoun,KY,McLean,42327,37.58745,-87.30164,4038,Urban,America/Chicago,Hydrographic surveyor,1,32,43466.35,Never Married,Male,No,13.79409442,10,1,0,No,One year,No,No,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Bank Transfer(automatic),11.13472066,182.467607,1397.701335,3,4,4,4,3,4,2,3
103,P33478,de982f12-12d6-489d-b4ee-e68a97898c45,06c7aea85dc9cf01dc968ec59e12ebad,Ozone Park,NY,Queens,11417,40.67637,-73.84441,31927,Urban,America/New_York,"Engineer, manufacturing",0,53,23289.77,Divorced,Female,Yes,12.40165307,19,1,0,No,Month-to-month,No,Yes,None,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Mailed Check,2.542296644,220.161527,808.4305471,2,4,3,2,3,3,5,3
104,K100436,4f87c1f9-6f12-433a-950e-d543319f5362,dcd3c74524c8fe6d5c46012af869f060,Buckhannon,WV,Upshur,26201,39.00049,-80.20387,19904,Rural,America/New_York,Research scientist (medical),2,25,49158.49,Separated,Male,No,10.24782033,9,1,0,No,Two Year,No,No,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,Yes,Electronic Check,17.22596021,169.937833,1886.531937,4,4,3,4,3,3,3,4
105,L475907,50d17517-42e8-41ee-b3e1-51380935f604,2d2232b20151dc60fd8d99261354fecc,Pleasant Hill,MO,Cass,64080,38.76701,-94.25448,13000,Suburban,America/Chicago,Wellsite geologist,0,69,3805.84,Divorced,Male,Yes,14.86100819,16,0,2,No,Month-to-month,Yes,No,Fiber Optic,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Mailed Check,22.79214163,204.963371,2294.781131,3,3,3,3,2,4,4,4
106,A78095,c7588553-d2c4-44aa-bc57-92d9a450da0b,cb0a143f7dba83f1b654aaa89d49a0a7,Valparaiso,NE,Saunders,68065,41.07317,-96.83986,1444,Urban,America/Chicago,"Embryologist, clinical",3,71,52616.27,Widowed,Male,Yes,6.716953195,10,2,1,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Electronic Check,3.823689744,204.963371,826.3438621,3,5,3,2,4,2,4,2
107,X742990,b93e919c-6a5c-4cd7-9bfa-32894cdec20d,2dc948687495051dc1f7f0564fef6d92,Buchanan,NY,Westchester,10511,41.26302,-73.94368,2158,Urban,America/New_York,Occupational psychologist,3,53,30550.42,Widowed,Female,Yes,8.124258176,18,1,0,No,Month-to-month,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Credit Card (automatic),10.77094687,245.128318,2072.564168,3,3,2,4,3,2,4,3
108,P347346,4adf59ca-778b-42d1-b4dd-e323767f014d,1eaeddd94474968bc3ff130dd876a1a0,West Baden Springs,IN,Orange,47469,38.61776,-86.61282,1800,Urban,America/Indiana/Indianapolis,Environmental health practitioner,2,56,12154.01,Divorced,Nonbinary,Yes,14.60903837,11,0,2,No,Month-to-month,No,Yes,None,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Bank Transfer(automatic),13.08671185,172.473314,1436.793746,4,4,3,3,5,3,2,2
109,O235183,31f4132d-f26a-4fe0-af22-3a01989b7258,902a7c4c1556dcbc302fde108a5d10b7,Nolan,TX,Nolan,79537,32.29188,-100.21075,30,Suburban,America/Chicago,"Sales professional, IT",0,42,30649.31,Married,Male,Yes,12.65015936,9,2,2,No,Month-to-month,Yes,No,DSL,No,Yes,No,No,No,Yes,No,Yes,No,Bank Transfer(automatic),14.76468813,172.456745,1963.332683,4,3,4,3,5,4,2,3
110,R776311,acef0ce4-51a5-4fef-84ea-bb1dfe479bca,08412d1d1a661e06fde6fdc231c282bd,Flat Rock,AL,Jackson,35966,34.79657,-85.67879,3682,Suburban,America/Chicago,Advertising copywriter,3,33,31417.33,Married,Male,Yes,12.0281501,14,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Electronic Check,9.473091121,194.976769,1324.164906,2,2,2,2,4,2,3,2
111,C25146,8d831d69-21b5-4bec-bbfc-44c636c75c3e,5f2fbe8560cca9ee81e9303f4cf1d4bf,Centreville,VA,Fairfax,20120,38.85433,-77.47715,41733,Urban,America/New_York,"Radiographer, therapeutic",1,47,55861.19,Divorced,Male,No,15.68043093,16,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,No,No,Yes,No,Yes,Bank Transfer(automatic),5.197446331,137.439154,704.9375603,4,4,4,4,3,3,4,3
112,E722502,711c124e-f93c-48e0-8055-b690fccf4225,692a8cdd50ea67ad39e45357a07e6ca4,Angora,MN,St. Louis,55703,47.74202,-92.78159,630,Urban,America/Chicago,English as a second language teacher,1,48,9044.26,Widowed,Female,Yes,11.30421466,18,3,1,No,Two Year,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Credit Card (automatic),6.577552683,192.470522,888.6517305,3,4,4,4,2,3,4,4
113,D515341,43e421ce-f3c6-46f4-8eaa-1ca2a141269d,a9201e2fd1c1c02ab3b6e94814aab979,Rice Lake,WI,Barron,54868,45.52596,-91.71346,15383,Rural,America/Chicago,Occupational therapist,0,63,25381.66,Never Married,Female,Yes,10.26646787,10,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,No,Yes,No,Yes,No,Mailed Check,3.174571918,159.951231,377.0810282,4,3,4,2,3,3,3,3
114,U972291,9f6c3100-9e67-4db4-bafd-47c929332d84,282f2bb94490b4f9f7af2e24016deb6f,Middlefield,MA,Hampshire,1243,42.35146,-73.02322,257,Urban,America/New_York,Armed forces logistics/support/administrative officer,1,40,65064.31,Widowed,Male,No,7.56618217,9,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,Bank Transfer(automatic),17.88002366,112.455141,1606.489936,3,3,3,3,3,3,3,4
115,N374641,26b6fe37-eb18-4dc1-909a-942ed707ea29,91791a39bcbef8d8aecec32873eb15c9,Canaseraga,NY,Allegany,14822,42.43085,-77.84964,1012,Urban,America/New_York,Technical author,0,67,12527.51,Divorced,Male,Yes,10.40677369,14,2,0,Yes,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Mailed Check,13.12190056,174.961766,1431.409396,5,4,4,3,3,5,3,4
116,R736057,9fd23c24-e908-445d-aeb9-fb012159f6d4,66534eb1b19b7df4a2e1419c81aaf6e1,Rocky Mount,VA,Franklin,24151,36.95739,-79.86453,20327,Urban,America/New_York,Regulatory affairs officer,0,56,35499.06,Divorced,Female,No,7.146124361,13,3,0,Yes,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,Yes,No,No,Yes,No,No,Credit Card (automatic),23.34617699,162.452604,2253.85247,6,5,4,4,4,3,5,3
117,K401117,05669b20-e56a-439e-b9e4-ff6a3dd483e1,101097eefff05fdb34779dd1ba32d9bc,Hope,KY,Montgomery,40334,38.01464,-83.76565,69,Urban,America/New_York,Sales promotion account executive,6,24,26282.4,Married,Female,No,9.807530479,10,1,0,Yes,One year,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,No,No,Yes,Mailed Check,6.311709178,137.483594,1353.29384,5,5,4,3,3,3,3,3
118,O17401,2146b03d-4fae-41b9-a872-b928843fa56a,eabb697b5673a028ef3e8c922a7719a6,Pleasant Dale,NE,Seward,68423,40.80268,-96.95214,1130,Urban,America/Chicago,"Optician, dispensing",2,79,51237.28,Divorced,Female,No,10.61217014,12,3,0,No,Two Year,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Electronic Check,12.58298231,275.133571,1701.457566,4,5,4,4,1,4,4,4
119,E779833,f8074e7f-30d3-4ac2-bd9b-99979feb45be,fc229ed19c96a87277c2a9c36be70cbb,Watkins Glen,NY,Schuyler,14891,42.37724,-76.94575,4210,Rural,America/New_York,Theme park manager,3,61,64222.21,Married,Male,Yes,5.785085772,16,1,1,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,No,No,No,Yes,No,Electronic Check,7.120096363,127.442069,1290.737183,4,3,4,5,3,5,4,4
